Title,Rank,Artist,URL,Trend,Streams,Streams increase since last release,Weeks in top 200,Consecutive weeks in top 200,Best rank,Prior rank,Rank change,Up or down,Song rank in next top 200 release,Streams in next release,In next release
Ella Quiere Beber - Remix,196,"Anuel AA, Romeo Santos",https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,MOVE_UP,"224,117","16,038",13,4,180,198,-2,1,197,221234,1
Going Bad (feat. Drake),7,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,SAME_POSITION,"1,254,425","-34,719",69,69,2,7,0,0,7,1277372,1
Thotiana,11,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,SAME_POSITION,"1,049,708","-3,073",32,32,8,11,0,0,9,1112350,1
Eastside (with Halsey & Khalid),33,benny blanco,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,MOVE_UP,"633,576","9,770",62,62,21,34,-1,1,34,617651,1
Close To Me (with Diplo) (feat. Swae Lee),60,Ellie Goulding,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,MOVE_DOWN,"416,755","-9,710",103,43,30,58,2,-1,60,419120,1
Beautiful (feat. Camila Cabello),71,Bazzi,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,SAME_POSITION,"388,281","2,356",187,43,28,71,0,0,79,379221,1
Envy Me,73,Calboy,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,MOVE_UP,"385,935","2,945",35,35,70,74,-1,1,69,391080,1
Everyday,115,"Logic, Marshmello",https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,MOVE_UP,"300,093","-4,296",156,4,4,116,-1,1,122,291765,1
Kamikaze,136,Lil Mosey,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV,MOVE_UP,"274,481","2,545",105,43,73,143,-7,1,135,278185,1
Undecided,143,Chris Brown,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,MOVE_DOWN,"267,826","-12,124",30,20,113,131,12,-1,145,270124,1
Project Dreams,149,"Marshmello, Roddy Ricch",https://open.spotify.com/track/6GSkLS2y4ZnnZsuRAj975K,MOVE_DOWN,"262,280","-11,142",13,13,129,142,7,-1,149,264551,1
Lust,163,Lil Skies,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S,MOVE_UP,"245,075","2,147",365,43,75,167,-4,1,160,250050,1
BUTTERFLY EFFECT,180,Travis Scott,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,MOVE_DOWN,"234,080","-6,451",177,13,18,171,9,-1,181,236787,1
Body (feat. brando),198,Loud Luxury,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,MOVE_DOWN,"221,007","-5,431",114,2,25,191,7,-1,199,222565,1
Look Back at It,8,A Boogie Wit da Hoodie,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,MOVE_UP,"1,115,521","20,071",49,49,8,9,-1,1,21,1131144,1
"thank u, next",14,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,SAME_POSITION,"905,267","4,274",96,96,1,14,0,0,201,100000,0
Wake Up in the Sky,22,"Gucci Mane, Bruno Mars, Kodak Black",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,SAME_POSITION,"718,680","10,110",63,63,11,22,0,0,30,756713,1
SAD!,27,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,MOVE_UP,"661,240","6,470",329,329,1,28,-1,1,38,666721,1
I Like It,61,"Cardi B, Bad Bunny, J Balvin",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,MOVE_DOWN,"418,833","-1,200",308,308,2,59,2,-1,71,427284,1
Be Alright,74,Dean Lewis,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,MOVE_UP,"384,790","5,481",189,44,19,78,-4,1,95,376713,1
ocean eyes,83,Billie Eilish,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,MOVE_UP,"370,225","5,460",154,44,61,86,-3,1,106,354115,1
All Girls Are The Same,87,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,MOVE_UP,"362,452","5,763",59,59,62,94,-7,1,99,367313,1
This Feeling,99,"The Chainsmokers, Kelsea Ballerini",https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,MOVE_DOWN,"340,681","-18,428",47,44,92,92,7,-1,112,336787,1
Secreto,101,"Anuel AA, KAROL G",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,MOVE_DOWN,"329,887","-7,535",23,23,95,98,3,-1,105,354499,1
Arms Around You (feat. Maluma & Swae Lee),103,"XXXTENTACION, Lil Pump",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,SAME_POSITION,"328,971","3,933",106,106,2,103,0,0,116,325027,1
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,129,Tory Lanez,https://open.spotify.com/track/51w9Jbat1pLeWINGCpnQUR,SAME_POSITION,"283,416","2,881",29,28,115,129,0,0,132,297277,1
my boy,138,Billie Eilish,https://open.spotify.com/track/0FQhAHyHGsrbSHvDURmFPn,MOVE_DOWN,"276,698","2,378",33,9,137,137,1,-1,159,264037,1
1950,200,King Princess,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA,MOVE_DOWN,"221,771","-6,888",116,4,63,187,13,-1,201,100000,0
fake smile,7,Ariana Grande,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,NEW_ENTRY,"2,473,807","2,373,807",1,1,7,201,-194,1,9,1907495,1
Startender (feat. Offset and Tyga),42,A Boogie Wit da Hoodie,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,MOVE_DOWN,"641,423","3,930",50,50,15,29,13,-1,44,560283,1
Better,46,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,MOVE_DOWN,"618,115","4,060",105,105,11,35,11,-1,50,531842,1
no tears left to cry,58,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,MOVE_UP,"488,354","144,610",175,45,16,96,-38,1,59,435492,1
Psycho (feat. Ty Dolla $ign),76,Post Malone,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,MOVE_DOWN,"410,242","6,536",288,288,2,63,13,-1,72,384374,1
Best Part (feat. Daniel Caesar),97,H.E.R.,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,MOVE_DOWN,"371,431","-22,407",236,45,67,67,30,-1,105,317925,1
changes,107,XXXTENTACION,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,MOVE_DOWN,"351,365",317,330,330,4,92,15,-1,99,333950,1
Lean Wit Me,117,Juice WRLD,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,MOVE_DOWN,"320,974","6,194",60,214,73,110,7,-1,120,285155,1
So Close,149,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,MOVE_UP,"275,692","21,486",17,12,149,157,-8,1,181,224237,1
Natural,184,Imagine Dragons,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,MOVE_DOWN,"248,078",-659,90,45,40,162,22,-1,166,234567,1
Hide (feat. Seezyn),186,Juice WRLD,https://open.spotify.com/track/6rz0dTA0PdhXImFV5EjM0w,MOVE_DOWN,"245,820",191,55,45,90,167,19,-1,191,218169,1
in my head,11,Ariana Grande,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw,MOVE_DOWN,"1,640,156","-472,850",2,2,10,10,1,-1,14,1311976,1
no tears left to cry,59,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,MOVE_DOWN,"435,492","-52,862",176,46,16,58,1,-1,65,367241,1
Envy Me,75,Calboy,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,SAME_POSITION,"381,167","-30,276",38,38,69,75,0,0,67,363715,1
God is a woman,87,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,MOVE_DOWN,"351,706","-49,525",176,46,6,83,4,-1,97,307131,1
"Never Recover (Lil Baby & Gunna, Drake)",97,Lil Baby,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,MOVE_DOWN,"335,411","-39,808",128,128,1,96,1,-1,102,302065,1
Girls Like You (feat. Cardi B),102,Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,MOVE_UP,"326,112","-19,094",238,46,6,110,-8,1,106,291982,1
HUMBLE.,134,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,MOVE_UP,"266,798","-22,886",676,46,1,138,-4,1,142,236816,1
No Role Modelz,155,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,MOVE_DOWN,"244,997","-38,185",626,19,64,143,12,-1,156,224712,1
Ruin My Life,163,Zara Larsson,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,MOVE_DOWN,"236,635","-30,504",112,46,33,157,6,-1,162,220100,1
can't leave without it,176,21 Savage,https://open.spotify.com/track/0hPLZrnDgtKxrym1BHjDhd,MOVE_DOWN,"227,081","-65,743",51,51,22,135,41,-1,177,207413,1
my boy,177,Billie Eilish,https://open.spotify.com/track/0FQhAHyHGsrbSHvDURmFPn,MOVE_DOWN,"225,768","-38,269",35,11,137,159,18,-1,165,218542,1
bloodline,6,Ariana Grande,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,MOVE_DOWN,"1,663,388","-411,635",3,3,5,5,1,-1,6,1799395,1
in my head,14,Ariana Grande,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw,MOVE_DOWN,"1,311,976","-328,180",3,3,10,11,3,-1,14,1436846,1
Mo Bamba,26,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,SAME_POSITION,"803,384","-93,276",129,129,1,26,0,0,28,734072,1
Startender (feat. Offset and Tyga),46,A Boogie Wit da Hoodie,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,MOVE_DOWN,"504,584","-55,699",52,52,15,44,2,-1,48,548731,1
no tears left to cry,65,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,MOVE_DOWN,"367,241","-68,251",177,47,16,59,6,-1,61,426938,1
changes,88,XXXTENTACION,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,MOVE_UP,"321,012","-12,938",332,332,4,99,-11,1,102,324323,1
Bohemian Rhapsody - Remastered 2011,96,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,MOVE_UP,"307,661","-18,861",108,47,36,101,-5,1,113,309540,1
Lean Wit Me,114,Juice WRLD,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,MOVE_UP,"271,143","-14,012",62,216,73,120,-6,1,123,289983,1
Everybody Dies In Their Nightmares,115,XXXTENTACION,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,MOVE_UP,"270,448","-10,901",530,239,6,123,-8,1,142,271666,1
Everyday,137,"Logic, Marshmello",https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,MOVE_DOWN,"242,396","-36,803",160,8,4,125,12,-1,164,241243,1
Nothing Breaks Like a Heart (feat. Miley Cyrus),145,Mark Ronson,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,MOVE_DOWN,"234,554","-23,730",72,47,30,139,6,-1,134,278160,1
Kamikaze,149,Lil Mosey,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV,SAME_POSITION,"230,782","-18,736",109,47,73,149,0,0,159,249725,1
No Role Modelz,156,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,MOVE_DOWN,"224,712","-20,285",627,20,64,155,1,-1,154,253247,1
I Love It (& Lil Pump),158,Kanye West,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,MOVE_DOWN,"223,225","-25,285",156,47,1,151,7,-1,197,216719,1
all my friends,159,21 Savage,https://open.spotify.com/track/4paAidoE8VAemwU4jgCc6l,MOVE_DOWN,"223,170","-20,809",52,52,11,156,3,-1,173,236153,1
ZEZE (feat. Travis Scott & Offset),27,Kodak Black,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,SAME_POSITION,"761,526","-9,721",60,60,3,27,0,0,27,802911,1
Better Now,35,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,SAME_POSITION,"627,669","64,486",291,291,1,35,0,0,39,631589,1
I Fall Apart,66,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,MOVE_UP,"400,054","47,267",514,513,2,74,-8,1,70,402651,1
Envy Me,67,Calboy,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,SAME_POSITION,"396,208","32,493",40,40,67,67,0,0,60,435242,1
bellyache,92,Billie Eilish,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,MOVE_UP,"337,744","34,088",101,48,39,100,-8,1,103,333178,1
Everybody Dies In Their Nightmares,142,XXXTENTACION,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,MOVE_DOWN,"271,666","1,218",531,240,6,115,27,-1,134,280868,1
Walk,160,Comethazine,https://open.spotify.com/track/21kOVEG3bDCVphKhXL8XmQ,MOVE_DOWN,"247,768","19,225",90,48,109,153,7,-1,153,259160,1
7 rings,2,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,SAME_POSITION,"2,987,584","-118,317",5,5,1,2,0,0,2,2875685,1
Swervin (feat. 6ix9ine),29,A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,SAME_POSITION,"701,922","25,482",54,54,24,29,0,0,29,708663,1
Eastside (with Halsey & Khalid),41,benny blanco,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,MOVE_DOWN,"628,695","17,689",68,68,21,40,1,-1,41,626202,1
Let Me Down Slowly,53,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,MOVE_UP,"504,305","30,930",31,31,40,55,-2,1,53,493122,1
I Like It,62,"Cardi B, Bad Bunny, J Balvin",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,MOVE_DOWN,"427,641","-4,834",313,313,2,59,3,-1,63,426504,1
Noticed,68,Lil Mosey,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,MOVE_UP,"405,779","16,812",117,117,21,71,-3,1,66,410505,1
Fine China,98,"Future, Juice WRLD",https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,MOVE_UP,"338,734","9,706",117,117,2,99,-1,1,95,345547,1
BAD!,105,XXXTENTACION,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,MOVE_UP,"326,358","15,375",68,68,3,112,-7,1,109,325007,1
FEFE,112,"6ix9ine, Nicki Minaj, Murda Beatz",https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,MOVE_UP,"314,944","6,467",63,63,29,114,-2,1,121,301365,1
Bohemian Rhapsody - Remastered 2011,114,Queen,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,MOVE_DOWN,"312,105","2,565",110,49,36,113,1,-1,108,325195,1
In My Feelings,128,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,MOVE_DOWN,"286,942","1,473",208,208,1,127,1,-1,131,287569,1
Lie To Me (feat. Julia Michaels),140,5 Seconds of Summer,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,MOVE_UP,"275,697","7,050",28,25,87,143,-3,1,155,257128,1
The Middle,149,"Zedd, Maren Morris, Grey",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,MOVE_DOWN,"264,488","-8,341",245,49,5,140,9,-1,142,276866,1
Everyday,156,"Logic, Marshmello",https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,MOVE_UP,"257,072","15,829",162,10,4,164,-8,1,157,255903,1
Giant (with Rag'n'Bone Man),157,Calvin Harris,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,MOVE_UP,"256,967","16,376",33,33,31,166,-9,1,163,246380,1
Lust,178,Lil Skies,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S,MOVE_UP,"232,420","10,011",371,49,75,183,-5,1,175,234480,1
Wake Up in the Sky,30,"Gucci Mane, Bruno Mars, Kodak Black",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,MOVE_UP,"683,200","11,159",69,69,11,32,-2,1,35,684435,1
Calling My Spirit,65,Kodak Black,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5,MOVE_DOWN,"413,715","-6,875",62,62,27,64,1,-1,69,416128,1
No Stylist (feat. Drake),79,French Montana,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,MOVE_UP,"382,715","2,758",146,146,14,80,-1,1,81,390029,1
God's Plan,85,Drake,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,MOVE_DOWN,"372,903","-6,572",209,209,15,82,3,-1,84,379946,1
HUMBLE.,127,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,MOVE_UP,"289,317","18,390",680,50,1,146,-19,1,135,293021,1
Con Calma,140,"Daddy Yankee, Snow",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,MOVE_DOWN,"278,884",-723,6,6,136,136,4,-1,142,286282,1
Everyday,157,"Logic, Marshmello",https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,MOVE_DOWN,"255,903","-1,169",163,11,4,156,1,-1,169,250071,1
Bodak Yellow,192,Cardi B,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL,MOVE_DOWN,"222,572","-1,799",221,3,31,188,4,-1,201,100000,0
Call Out My Name,195,The Weeknd,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,NEW_ENTRY,"219,595","119,595",287,1,1,201,-6,1,201,100000,0
bury a friend,12,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,MOVE_UP,"1,293,650","17,249",16,16,3,13,-1,1,15,1211796,1
lovely,55,"Billie Eilish, Khalid",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,MOVE_DOWN,"504,046","-6,083",70,70,32,51,4,-1,59,501679,1
Youngblood,92,5 Seconds of Summer,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,MOVE_DOWN,"366,864","-6,178",244,51,12,84,8,-1,99,373534,1
Ric Flair Drip (& Metro Boomin),98,Offset,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,MOVE_UP,"354,169","13,881",471,51,4,100,-2,1,102,365756,1
In My Feelings,128,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,MOVE_UP,"298,169","10,600",210,210,1,131,-3,1,128,317282,1
Falling Down - Bonus Track,136,"Lil Peep, XXXTENTACION",https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,MOVE_DOWN,"291,539","2,834",98,98,13,129,7,-1,144,297866,1
Sauce!,168,XXXTENTACION,https://open.spotify.com/track/3jq1RpStaB1YGyN3rRZGca,MOVE_DOWN,"253,501","-8,342",23,23,19,151,17,-1,176,261758,1
Baila Baila Baila,188,Ozuna,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,MOVE_DOWN,"236,462","8,306",15,14,172,187,1,-1,189,249707,1
Natural,193,Imagine Dragons,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,MOVE_DOWN,"234,419","-2,852",96,51,40,171,22,-1,196,240660,1
Look At Me!,197,XXXTENTACION,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,MOVE_DOWN,"232,719",-125,326,51,20,180,17,-1,184,254463,1
So Close,199,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,MOVE_DOWN,"230,822",147,22,4,149,182,17,-1,201,100000,0
Sunflower - Spider-Man: Into the Spider-Verse,5,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,MOVE_UP,"1,484,421","8,683",61,61,1,8,-3,1,5,1408671,1
Murder On My Mind,19,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,MOVE_UP,"1,044,872","227,952",143,52,19,27,-8,1,18,976175,1
Mo Bamba,32,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,MOVE_DOWN,"818,366","28,652",134,134,1,29,3,-1,28,815999,1
Better,45,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,MOVE_DOWN,"625,444","-1,220",112,112,11,43,2,-1,45,565141,1
God's Plan,89,Drake,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,MOVE_DOWN,"391,521","11,575",211,211,15,84,5,-1,80,381260,1
whoa (mind in awe),109,XXXTENTACION,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,MOVE_DOWN,"346,201","2,798",71,71,1,103,6,-1,102,333217,1
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,134,Tory Lanez,https://open.spotify.com/track/51w9Jbat1pLeWINGCpnQUR,MOVE_UP,"305,907","18,313",37,36,115,141,-7,1,117,300398,1
Lost in the Fire,158,"Gesaffelstein, The Weeknd",https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG,MOVE_DOWN,"286,127","-20,990",36,36,7,123,35,-1,148,258077,1
Lucky You (feat. Joyner Lucas),179,Eminem,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,MOVE_DOWN,"259,162","1,206",167,52,1,165,14,-1,174,235044,1
Silence,182,"Marshmello, Khalid",https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,MOVE_DOWN,"256,452","7,270",452,15,7,170,12,-1,169,238553,1
can't leave without it,197,21 Savage,https://open.spotify.com/track/0hPLZrnDgtKxrym1BHjDhd,MOVE_DOWN,"240,407","1,652",57,57,22,184,13,-1,201,100000,0
Hope,198,XXXTENTACION,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,NEW_ENTRY,"239,915","139,915",271,1,10,201,-3,1,167,239565,1
a lot,9,21 Savage,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,MOVE_UP,"1,201,975","-74,973",58,58,2,13,-4,1,9,1069163,1
Splashin,44,Rich The Kid,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,MOVE_UP,"581,537","-31,283",68,67,27,46,-2,1,45,512477,1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",68,DJ Snake,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,MOVE_UP,"415,689","4,712",142,142,4,82,-14,1,70,365129,1
Lost In Japan,149,Shawn Mendes,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,MOVE_UP,"258,026","-26,372",10,10,123,159,-10,1,141,241347,1
November 18th,199,Drake,https://open.spotify.com/track/0JaVdpmiex2EP7bBzyKVTa,MOVE_DOWN,"219,139","-72,496",2,2,149,149,50,-1,201,100000,0
Ruin My Life,200,Zara Larsson,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,MOVE_DOWN,"218,465","-39,788",119,53,33,180,20,-1,195,194865,1
Red Room,30,Offset,https://open.spotify.com/track/2MJdgSby3DtSS7bUJx2cly,MOVE_UP,"652,635","-91,196",4,4,29,31,-1,1,32,681508,1
Armed And Dangerous,40,Juice WRLD,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,MOVE_UP,"558,895","-53,007",70,70,17,41,-1,1,40,592724,1
rockstar (feat. 21 Savage),58,Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,MOVE_DOWN,"412,428","-48,353",297,297,7,57,1,-1,61,426469,1
God's Plan,82,Drake,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,MOVE_DOWN,"337,073","-44,187",213,213,15,80,2,-1,88,342927,1
First Off (feat. Travis Scott),101,Future,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,MOVE_DOWN,"303,329","-52,189",31,31,9,90,11,-1,103,311898,1
Nice For What,131,Drake,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,MOVE_DOWN,"254,830","-36,148",211,54,10,125,6,-1,146,253141,1
HUMBLE.,136,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,MOVE_DOWN,"249,214","-34,908",684,54,1,130,6,-1,135,265199,1
Young Dumb & Broke,138,Khalid,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,MOVE_UP,"247,134","-23,998",673,54,5,139,-1,1,136,264712,1
Look At Me!,152,XXXTENTACION,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,MOVE_UP,"231,555","-23,449",329,54,20,153,-1,1,165,230239,1
Girls Have Fun (feat. G-Eazy & Rich The Kid),185,Tyga,https://open.spotify.com/track/1NHlyKgtR4roNylOhidKSv,MOVE_DOWN,"197,747","-31,549",23,2,42,180,5,-1,201,100000,0
MIDDLE CHILD,3,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,MOVE_UP,"1,487,690","195,066",26,26,1,4,-1,1,3,1621998,1
"thank u, next",10,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,MOVE_DOWN,"1,116,564","36,973",11,11,5,8,2,-1,11,1121621,1
SICKO MODE,19,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,MOVE_DOWN,"860,839","-7,758",200,200,1,17,2,-1,20,860990,1
Jocelyn Flores,62,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,MOVE_DOWN,"422,961","13,475",543,543,2,60,2,-1,65,418383,1
YOSEMITE,70,Travis Scott,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,MOVE_DOWN,"389,159","10,030",200,200,7,66,4,-1,66,411134,1
All Girls Are The Same,77,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,SAME_POSITION,"366,582","13,990",70,70,62,77,0,0,83,371033,1
idontwannabeyouanymore,79,Billie Eilish,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,MOVE_UP,"360,859","29,078",74,74,40,83,-4,1,79,378984,1
Don't Stop Me Now - Remastered 2011,125,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,MOVE_UP,"275,117","23,950",83,10,69,134,-9,1,124,287620,1
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),142,Lil Peep,https://open.spotify.com/track/2v5JTeM6hSmi5wWy7jiwrI,MOVE_UP,"256,934","33,891",15,9,75,161,-19,1,134,273366,1
Plug Walk,159,Rich The Kid,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6,MOVE_DOWN,"233,351","4,899",202,55,49,158,1,-1,167,235123,1
ZEZE (feat. Travis Scott & Offset),24,Kodak Black,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,MOVE_UP,"778,171","8,379",68,68,3,25,-1,1,24,771267,1
Armed And Dangerous,38,Juice WRLD,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,MOVE_UP,"620,221","27,497",72,72,17,40,-2,1,36,621603,1
